interval_no,interval_name,max_ma,min_ma,X_Ft,X_bL,X_FL,X_bt,sampled_in_bin,implied_in_bin,n_occs,mid_ma
106,Priabonian,38.0,33.9,0,1,1,0,2,0,2,35.95
107,Bartonian,41.3,38.0,0,0,3,1,3,0,3,39.65
108,Lutetian,47.8,41.3,1,2,9,0,12,1,47,44.55
109,Ypresian,56.0,47.8,2,2,23,0,27,2,993,51.9
110,Thanetian,59.2,56.0,2,0,3,0,5,1,23,57.6
743,Selandian,61.6,59.2,0,0,2,0,2,0,4,60.400000000000006
111,Danian,66.0,61.6,0,0,36,0,36,3,204,63.8
